school,sex,age,address,famsize,Medu,Fedu,Mjob,Fjob,reason,traveltime,studytime,failures,activities,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3
MS,M,16.0,R,LE3,4,4,at_home,other,home,1,2.0,0,no,yes,no,no,5,3,2,2,5,10.0,11.0,11
MS,M,16.0,U,GT3,1,2,other,other,other,1,3.0,0,no,yes,yes,no,4,4,3,5,0,10.0,11.0,11
MS,F,17.0,R,GT3,3,2,at_home,other,course,1,2.0,1,no,yes,no,yes,4,5,4,5,0,10.0,10.0,10
MS,F,17.0,R,GT3,1,1,other,other,other,1,1.0,1,no,no,yes,no,5,4,4,5,0,6.0,6.0,7
MS,F,16.755102040816325,R,GT3,4,4,teacher,other,course,2,1.0,0,no,yes,yes,yes,1,5,1,5,0,13.0,14.0,14
MS,F,16.755102040816325,U,LE3,2,2,at_home,other,reputation,2,4.0,0,yes,no,no,yes,1,2,1,1,4,10.0,9.0,11
MS,F,15.0,R,LE3,1,1,at_home,services,reputation,2,2.0,0,no,yes,yes,no,5,4,3,4,0,10.0,10.0,10
MS,F,15.0,R,LE3,1,1,other,services,course,2,1.0,1,no,yes,yes,yes,4,4,3,2,4,6.0,7.0,8
MS,F,16.0,R,GT3,0,2,other,other,other,2,1.0,0,yes,yes,no,no,3,2,3,2,0,12.0,11.0,12
MS,F,17.0,R,GT3,2,3,other,other,course,2,1.0,0,no,yes,yes,no,5,5,5,3,2,10.0,11.0,12
MS,F,15.0,R,GT3,3,3,other,services,course,2,1.0,0,no,yes,yes,no,4,1,3,4,0,14.0,16.0,16
MS,M,16.0,U,GT3,1,1,at_home,services,home,2,2.0,0,yes,yes,no,yes,5,4,5,3,0,7.0,0.0,0
MS,M,17.0,U,GT3,1,1,other,other,home,1,2.0,0,no,yes,yes,no,4,4,3,5,4,8.0,9.0,9
MS,M,15.0,R,LE3,4,1,health,services,reputation,1,2.0,0,yes,yes,yes,no,5,3,4,2,0,12.0,13.0,14
MS,M,15.0,R,LE3,4,1,health,services,reputation,1,2.0,0,yes,yes,yes,no,5,3,4,2,7,7.0,9.0,8
MS,M,16.0,R,GT3,3,4,other,health,other,3,2.0,0,no,yes,no,no,3,4,5,5,4,9.0,10.0,11
MS,M,15.0,R,GT3,1,1,other,other,course,4,2.0,0,yes,yes,no,yes,5,4,5,4,8,7.0,9.0,9
MS,M,15.0,U,LE3,3,3,at_home,at_home,reputation,1,2.0,0,yes,yes,yes,no,5,3,3,5,0,11.0,11.0,11
MS,M,17.0,R,GT3,2,1,other,other,other,3,1.0,0,yes,no,no,yes,5,5,5,3,8,8.0,10.0,9
MS,F,16.0,R,GT3,4,4,teacher,teacher,course,2,3.0,0,yes,yes,yes,yes,4,2,2,4,6,16.0,16.0,17
MS,F,15.0,R,GT3,1,2,other,services,course,2,1.0,0,no,yes,no,no,5,1,2,1,3,11.0,13.0,13
MS,F,16.0,R,GT3,2,3,other,services,course,3,2.0,0,no,yes,yes,no,4,5,4,1,2,15.0,15.0,15
MS,M,16.0,R,GT3,1,2,other,other,course,2,2.0,0,no,yes,no,no,4,3,3,5,0,10.0,11.0,11
MS,F,16.0,R,GT3,2,2,other,other,course,3,2.0,0,no,yes,yes,no,4,4,5,4,4,9.0,10.0,11
MS,F,16.0,U,GT3,1,2,other,services,course,1,3.0,1,no,yes,no,no,1,3,2,4,0,10.0,8.0,8
MS,F,16.0,U,GT3,1,2,other,services,course,1,3.0,1,no,yes,no,no,1,3,2,4,3,9.0,8.0,8
MS,F,15.0,U,GT3,2,1,at_home,other,home,1,2.0,0,no,yes,yes,no,4,4,2,2,0,9.0,10.0,9
MS,F,16.0,U,GT3,1,1,at_home,other,course,1,2.0,0,no,yes,no,yes,5,4,3,2,0,13.0,14.0,15
MS,M,17.0,R,LE3,1,2,at_home,services,reputation,1,1.0,0,yes,yes,yes,no,5,5,5,3,4,10.0,11.0,11
MS,F,16.0,R,GT3,1,1,other,other,home,4,4.0,0,no,yes,yes,no,4,3,2,1,0,13.0,10.0,13
MS,F,16.0,R,GT3,1,1,at_home,other,other,4,3.0,0,no,yes,no,no,4,4,3,5,2,10.0,9.0,10
MS,F,15.0,R,GT3,1,1,at_home,other,home,2,2.0,0,yes,yes,yes,no,4,3,3,2,1,11.0,10.0,11
MS,F,16.0,R,GT3,1,1,at_home,other,other,2,1.0,0,yes,yes,yes,yes,4,2,2,2,0,13.0,12.0,14
MS,F,15.0,R,GT3,1,1,at_home,at_home,course,3,2.0,0,no,yes,no,no,4,2,1,2,0,13.0,14.0,14
MS,F,16.755102040816325,R,LE3,2,2,other,other,other,1,3.0,0,no,yes,no,no,4,4,3,5,2,14.0,11.0,12
MS,M,16.0,R,GT3,1,1,at_home,other,other,2,1.0,0,yes,yes,no,no,3,4,4,5,6,11.0,11.0,11
MS,F,18.0,U,GT3,1,2,other,other,course,1,2.0,1,yes,yes,yes,yes,3,4,4,5,9,9.0,8.0,8
MS,M,15.0,U,GT3,3,1,other,services,home,2,1.0,0,no,yes,no,no,3,2,3,4,0,10.0,9.0,11
MS,F,16.0,R,GT3,2,2,other,services,course,3,2.0,0,yes,yes,yes,no,5,3,4,2,1,14.0,13.0,14
MS,M,16.0,U,GT3,4,4,other,teacher,course,1,2.0,0,yes,yes,no,yes,4,3,1,3,0,13.0,12.0,13
MS,F,15.0,R,GT3,3,3,services,other,reputation,1,2.0,0,no,yes,yes,yes,4,5,4,1,4,13.0,12.0,12
MS,F,16.0,R,GT3,2,2,at_home,other,course,2,2.0,1,yes,yes,no,no,4,4,4,5,2,12.0,11.0,12
MS,F,16.0,R,LE3,2,2,other,other,home,3,1.0,0,yes,yes,no,yes,4,3,2,4,0,14.0,14.0,16
MS,M,15.0,R,LE3,1,3,at_home,other,reputation,3,1.0,0,yes,yes,yes,no,4,2,4,3,2,10.0,11.0,11
MS,F,15.0,U,GT3,2,2,other,services,course,2,3.0,0,yes,yes,no,no,5,3,2,4,0,12.0,13.0,14
MS,F,16.0,R,LE3,2,1,other,other,home,1,1.0,0,no,yes,yes,yes,5,4,3,5,2,10.0,8.0,8
MS,M,15.0,U,GT3,3,3,services,services,course,2,1.0,0,yes,yes,yes,no,4,3,3,3,11,12.0,10.0,11
MS,F,16.0,R,GT3,1,1,at_home,other,course,2,2.0,3,no,yes,no,no,3,4,3,1,0,7.0,7.0,8
MS,F,17.0,U,GT3,2,2,other,at_home,course,1,1.0,0,yes,no,no,no,4,5,3,5,4,9.0,9.0,10
MS,F,19.0,U,GT3,2,3,at_home,services,course,1,1.0,1,no,no,yes,yes,4,4,4,2,0,9.0,9.0,10
MS,F,17.0,R,GT3,2,1,at_home,other,course,3,1.0,0,yes,no,no,yes,5,5,3,3,2,9.0,10.0,11
MS,F,15.0,R,LE3,1,1,at_home,other,course,2,1.0,0,no,no,no,yes,5,2,1,4,0,9.0,10.0,9
MS,F,16.0,R,GT3,2,2,other,other,course,3,2.0,0,no,no,yes,no,3,4,5,1,1,9.0,10.0,11
MS,F,16.0,U,LE3,2,2,other,other,home,1,1.0,0,no,no,no,no,4,3,4,1,6,7.0,7.0,8
MS,F,17.0,R,GT3,2,2,at_home,other,course,2,2.0,0,no,yes,yes,no,4,3,5,4,0,11.0,10.0,11
MS,F,16.0,U,GT3,2,2,other,services,course,1,1.0,1,yes,yes,yes,no,4,4,3,3,1,9.0,10.0,10
MS,F,18.0,R,LE3,3,2,other,other,course,2,3.0,2,no,no,no,yes,3,3,2,2,6,7.0,9.0,10
MS,F,19.0,U,GT3,1,1,at_home,services,course,1,3.0,1,yes,no,no,yes,5,3,1,3,6,7.0,9.0,9
MS,M,18.0,R,GT3,1,1,other,other,home,2,1.0,1,yes,no,yes,no,4,4,3,4,0,8.0,9.0,10
MS,F,18.0,R,GT3,1,1,at_home,at_home,course,2,1.0,1,no,no,yes,yes,3,2,3,2,4,9.0,11.0,10
MS,F,19.0,U,GT3,1,1,other,other,course,2,2.0,1,no,yes,yes,yes,1,1,4,1,12,7.0,8.0,9
MS,F,16.0,R,GT3,2,2,health,other,course,1,2.0,0,no,yes,no,yes,3,3,2,3,2,8.0,10.0,10
MS,F,17.0,U,GT3,0,1,other,at_home,course,2,1.0,0,yes,yes,no,no,2,4,4,5,5,9.0,9.0,10
MS,F,16.0,R,LE3,1,2,at_home,other,course,1,2.0,0,yes,no,yes,no,4,4,5,3,0,8.0,9.0,9
MS,F,16.0,U,GT3,3,3,other,other,reputation,1,1.0,0,yes,no,yes,yes,4,5,4,4,0,14.0,13.0,13
MS,F,16.0,R,LE3,1,1,services,services,home,1,1.0,0,yes,yes,yes,yes,4,4,4,4,2,14.0,14.0,14
MS,M,17.0,U,GT3,3,3,services,at_home,course,2,4.0,1,yes,yes,no,no,5,4,5,5,0,10.0,11.0,10
MS,F,16.0,U,GT3,2,1,other,services,course,1,2.0,0,yes,yes,yes,no,5,3,3,1,0,14.0,13.0,14
MS,F,16.0,U,GT3,2,2,services,other,course,1,1.0,0,yes,yes,no,yes,4,2,5,5,0,17.0,16.0,16
MS,M,17.0,U,GT3,1,2,other,other,course,1,1.0,1,yes,no,yes,yes,5,3,5,1,12,6.0,7.0,7
MS,M,16.0,U,LE3,4,3,other,other,course,1,1.0,0,yes,yes,yes,no,4,2,5,5,8,14.0,12.0,13
MS,M,17.0,R,LE3,2,2,services,services,other,3,4.0,1,no,yes,no,no,1,3,5,3,2,10.0,8.0,9
MS,F,16.0,U,GT3,1,1,other,other,course,1,4.0,0,yes,yes,yes,no,2,2,1,5,0,14.0,14.0,14
MS,F,19.0,U,LE3,2,2,other,other,home,1,3.0,0,no,yes,yes,yes,5,4,5,1,0,12.0,13.0,13
MS,F,17.0,R,GT3,1,1,at_home,other,reputation,2,1.0,0,yes,yes,yes,yes,4,4,5,5,0,11.0,11.0,11
MS,F,20.0,U,GT3,3,3,at_home,services,other,2,2.0,1,yes,yes,yes,yes,3,3,4,3,8,11.0,9.0,10
MS,F,17.0,U,LE3,1,1,other,services,course,1,3.0,0,no,yes,no,yes,4,3,3,3,0,11.0,11.0,10
MS,M,17.0,R,GT3,2,2,other,other,course,3,1.0,1,no,yes,yes,no,4,4,5,5,0,10.0,9.0,9
MS,F,16.0,R,LE3,1,1,at_home,other,course,3,2.0,0,no,yes,no,no,5,3,2,1,0,16.0,17.0,18
MS,F,17.0,R,GT3,2,2,other,other,reputation,2,2.0,0,yes,yes,no,no,5,3,2,1,0,15.0,17.0,17
MS,F,17.0,U,GT3,1,0,other,other,other,2,2.0,0,no,yes,yes,yes,4,4,5,4,1,11.0,9.0,10
MS,F,18.0,R,GT3,1,1,at_home,other,other,1,2.0,1,no,yes,yes,yes,4,3,2,5,9,7.0,7.0,7
MS,F,16.0,U,GT3,3,1,other,other,course,1,1.0,0,yes,yes,yes,no,3,1,3,1,0,8.0,6.0,8
MS,F,16.0,U,GT3,3,2,services,at_home,course,1,1.0,0,no,yes,yes,no,3,1,3,3,2,7.0,6.0,7
MS,F,18.0,U,LE3,1,1,other,at_home,reputation,2,2.0,0,no,yes,no,no,2,3,5,3,8,9.0,8.0,10
MS,F,16.0,R,GT3,4,4,health,teacher,reputation,1,2.0,0,yes,yes,yes,yes,4,3,3,2,0,14.0,16.0,16
MS,F,16.0,R,LE3,1,2,other,other,reputation,2,1.0,0,yes,yes,yes,no,5,4,5,2,0,14.0,14.0,15
MS,F,18.0,U,GT3,2,4,other,services,reputation,1,2.0,1,no,yes,yes,no,2,3,2,1,8,8.0,5.0,8
MS,M,16.0,R,GT3,2,1,other,services,reputation,2,2.0,0,yes,yes,yes,no,5,2,1,2,0,8.0,7.0,0
MS,F,16.0,U,LE3,1,1,at_home,other,other,3,2.0,0,no,yes,yes,no,4,3,2,5,6,6.0,8.0,8
MS,F,16.0,R,GT3,2,3,at_home,services,other,2,2.0,0,yes,yes,yes,no,3,3,3,2,0,8.0,10.0,10
MS,F,16.0,U,GT3,4,4,health,health,course,1,2.0,0,no,yes,yes,yes,4,3,4,3,4,8.0,8.0,8
MS,M,18.0,U,LE3,4,4,at_home,health,home,1,4.0,0,yes,no,yes,yes,5,5,5,5,2,5.0,6.0,6
MS,F,16.0,R,LE3,3,4,at_home,other,other,3,2.0,0,no,yes,no,no,4,2,1,2,2,7.0,9.0,8
MS,M,17.0,U,LE3,4,4,other,services,home,1,3.0,0,no,yes,yes,no,4,4,3,5,0,15.0,14.0,16
MS,F,17.0,R,GT3,4,1,other,other,other,1,1.0,0,no,yes,yes,yes,4,2,3,5,1,13.0,14.0,14
MS,M,16.0,U,LE3,2,2,services,services,other,4,3.0,0,no,yes,no,no,5,1,3,3,0,10.0,9.0,10
MS,F,17.0,R,GT3,2,2,at_home,other,other,1,1.0,0,no,yes,yes,no,5,1,3,5,5,9.0,9.0,9
MS,F,16.0,U,LE3,4,4,services,services,other,2,1.0,0,no,yes,no,no,5,1,3,5,1,11.0,11.0,11
MS,M,17.0,U,GT3,3,3,services,services,home,1,1.0,0,yes,yes,yes,no,4,1,4,3,8,7.0,10.0,9
MS,M,17.0,U,GT3,1,1,at_home,services,other,3,2.0,0,no,yes,yes,yes,5,1,3,1,0,10.0,10.0,10
MS,M,16.0,U,GT3,2,1,health,services,other,2,2.0,0,no,yes,yes,yes,4,2,2,5,2,9.0,7.0,8
MS,F,16.0,U,LE3,2,1,other,services,other,1,2.0,0,no,yes,yes,yes,3,2,2,3,0,14.0,15.0,16
MS,M,16.0,U,LE3,4,4,teacher,health,other,1,1.0,0,no,yes,yes,no,4,1,2,5,0,11.0,12.0,12
MS,M,15.0,R,GT3,1,2,other,services,course,3,2.0,0,yes,yes,no,no,5,5,5,5,11,9.0,11.0,10
MS,M,15.0,U,LE3,2,2,other,other,reputation,3,4.0,0,yes,yes,no,no,5,4,5,5,8,13.0,14.0,14
MS,M,15.0,U,LE3,2,1,services,services,course,1,1.0,0,yes,yes,yes,no,4,3,3,5,11,12.0,13.0,12
MS,F,16.0,R,LE3,2,2,other,other,course,1,3.0,0,no,yes,no,yes,4,3,3,5,2,11.0,11.0,11
MS,F,16.0,U,LE3,4,1,other,other,home,2,2.0,0,yes,yes,yes,no,1,2,4,1,8,9.0,10.0,10
MS,F,17.0,U,GT3,3,2,at_home,other,home,2,1.0,0,no,yes,no,yes,4,3,3,1,5,9.0,11.0,11
MS,F,17.0,R,GT3,2,2,other,other,other,2,2.0,0,no,yes,no,no,5,1,3,5,0,11.0,9.0,11
MS,F,16.0,U,GT3,4,4,teacher,services,course,2,3.0,0,no,yes,yes,yes,5,3,5,5,1,10.0,11.0,12
MS,M,17.0,R,GT3,4,4,health,other,course,3,1.0,3,yes,yes,yes,yes,3,3,3,5,2,9.0,9.0,8
MS,M,17.0,R,LE3,1,3,other,other,course,2,1.0,0,yes,yes,no,yes,5,1,2,5,2,12.0,11.0,12
MS,M,17.0,U,GT3,3,4,services,other,other,1,2.0,1,yes,yes,yes,yes,5,4,4,5,8,8.0,9.0,8
MS,F,17.0,U,GT3,4,4,health,health,course,1,2.0,0,no,yes,yes,no,5,2,5,5,0,13.0,15.0,16
MS,M,16.0,R,LE3,4,1,other,at_home,other,1,1.0,0,no,yes,yes,no,4,1,2,2,0,10.0,11.0,11
MS,F,17.0,U,GT3,1,1,at_home,at_home,other,1,2.0,0,yes,yes,yes,yes,4,5,5,3,2,11.0,10.0,11
MS,F,17.0,R,GT3,4,2,other,other,course,2,2.0,0,no,yes,yes,no,4,3,3,5,0,17.0,18.0,18
MS,M,16.0,U,LE3,2,2,other,services,course,2,2.0,0,no,yes,yes,yes,4,1,2,5,0,12.0,13.0,13
MS,M,17.0,U,GT3,3,2,other,other,other,2,2.0,0,no,yes,yes,no,4,1,2,1,0,13.0,14.0,13
MS,M,19.0,U,GT3,1,1,other,other,other,1,2.0,2,yes,no,yes,no,4,4,3,4,2,9.0,9.0,10
MS,M,17.0,U,LE3,1,0,other,other,home,1,1.0,0,no,yes,no,yes,4,1,2,5,4,11.0,11.0,12
MS,F,17.0,R,GT3,1,1,at_home,at_home,course,2,1.0,0,yes,no,yes,yes,3,5,5,4,3,10.0,11.0,10
MS,F,16.755102040816325,R,GT3,1,2,other,other,home,1,3.0,0,no,yes,yes,yes,4,3,4,3,5,13.0,14.0,13
MS,M,16.755102040816325,R,LE3,1,2,other,at_home,course,1,1.0,0,no,yes,no,no,4,4,4,5,4,9.0,10.0,11
MS,F,17.0,R,GT3,3,1,other,other,course,2,2.0,3,yes,yes,yes,yes,5,4,4,5,2,7.0,9.0,10
MS,M,17.0,R,GT3,2,2,other,other,course,2,1.0,0,yes,no,no,yes,5,5,5,5,0,8.0,13.0,10
MS,M,18.0,R,GT3,1,0,at_home,at_home,course,3,1.0,1,no,yes,no,no,4,3,2,4,0,12.0,12.0,13
MS,M,17.0,R,GT3,1,1,other,services,course,2,1.0,0,yes,yes,yes,yes,4,5,5,2,0,10.0,9.0,10
MS,M,18.0,U,LE3,1,1,at_home,at_home,course,2,2.0,0,yes,yes,no,no,4,3,3,5,6,10.0,9.0,10
MS,F,16.0,R,LE3,2,2,other,services,course,1,2.0,0,yes,yes,no,yes,5,4,3,1,0,11.0,13.0,12
MS,M,17.0,U,GT3,2,2,other,other,course,1,1.0,1,yes,yes,no,yes,1,2,1,5,0,7.0,0.0,0
MS,M,16.0,R,GT3,3,2,services,other,course,2,1.0,0,no,yes,yes,no,4,5,5,5,2,11.0,9.0,10
MS,M,16.0,R,LE3,1,1,at_home,other,course,2,1.0,0,yes,yes,yes,no,4,5,5,5,0,10.0,10.0,9
MS,M,18.0,R,GT3,1,1,services,other,course,2,1.0,1,no,no,yes,yes,5,3,3,5,2,9.0,7.0,9
MS,M,18.0,R,GT3,3,2,services,other,course,1,1.0,1,no,no,yes,no,2,3,1,5,0,4.0,0.0,0
MS,M,19.0,U,GT3,3,2,at_home,services,course,2,1.0,3,yes,yes,no,no,3,2,1,3,4,6.0,11.0,9
MS,M,18.0,U,GT3,3,3,at_home,at_home,course,1,2.0,2,yes,no,yes,no,4,4,5,3,9,4.0,8.0,8
MS,M,16.0,R,GT3,2,2,services,services,course,2,1.0,0,yes,yes,yes,yes,5,4,3,4,6,7.0,8.0,8
MS,M,19.0,U,GT3,2,1,at_home,other,course,2,1.0,3,yes,no,yes,yes,4,4,3,5,4,8.0,9.0,9
MS,F,16.0,U,GT3,3,2,services,at_home,course,2,2.0,2,yes,yes,no,yes,2,5,5,1,8,5.0,5.0,7
MS,F,17.0,U,GT3,1,1,other,at_home,course,1,1.0,0,yes,yes,no,no,4,3,2,5,9,7.0,9.0,10
MS,M,20.0,R,GT3,1,1,other,other,course,2,1.0,1,no,no,yes,yes,4,4,3,4,12,8.0,11.0,10
MS,F,18.0,R,GT3,4,3,services,services,course,1,1.0,0,no,yes,yes,no,5,4,4,2,8,10.0,11.0,10
MS,M,18.0,R,GT3,3,2,other,other,course,2,1.0,0,no,yes,yes,no,2,5,5,5,8,9.0,10.0,11
MS,M,19.0,R,GT3,1,1,other,services,home,3,2.0,1,no,yes,yes,no,5,4,4,2,8,10.0,9.0,11
MS,M,17.0,U,GT3,3,3,health,other,course,2,2.0,1,no,yes,yes,no,4,5,4,3,4,8.0,9.0,10
MS,M,18.0,U,LE3,1,3,at_home,services,course,1,1.0,0,no,no,yes,yes,4,3,3,3,0,9.0,10.0,9
MS,M,19.0,R,GT3,1,1,other,other,home,3,1.0,1,no,yes,yes,no,4,4,4,5,4,8.0,9.0,10
MS,F,18.0,U,GT3,1,2,at_home,other,course,2,2.0,2,no,yes,no,no,4,3,3,5,2,6.0,8.0,8
MS,F,19.0,U,LE3,1,1,at_home,other,course,1,1.0,0,no,no,no,no,1,4,4,5,0,6.0,8.0,7
MS,F,18.0,R,GT3,2,2,other,other,other,2,1.0,1,no,no,yes,yes,5,5,5,3,0,8.0,6.0,0
MS,F,17.0,R,GT3,0,0,at_home,other,course,2,1.0,0,no,yes,yes,no,4,4,3,5,0,10.0,11.0,11
MS,F,17.0,R,LE3,3,1,other,at_home,course,2,3.0,0,no,no,no,no,4,2,3,3,5,8.0,7.0,8
MS,F,17.0,U,GT3,4,2,teacher,services,home,1,2.0,0,yes,yes,yes,no,5,5,5,5,0,8.0,8.0,0
MS,F,18.0,R,LE3,2,2,services,services,course,1,2.0,1,yes,yes,yes,no,2,3,3,4,3,7.0,6.0,8
MS,F,17.0,U,GT3,4,1,health,at_home,course,1,1.0,0,no,yes,no,yes,3,2,2,5,0,8.0,10.0,9
MS,F,17.0,U,LE3,1,2,at_home,other,course,1,1.0,0,no,yes,yes,no,5,5,1,3,0,7.0,10.0,10
MS,F,18.0,U,GT3,1,1,other,other,course,3,2.0,2,yes,yes,no,yes,3,4,4,5,3,7.0,8.0,7
MS,F,18.0,U,GT3,2,2,services,at_home,reputation,2,2.0,0,yes,yes,yes,no,4,3,5,1,2,12.0,13.0,14
MS,F,16.755102040816325,U,GT3,3,3,services,services,course,2,1.0,0,no,yes,yes,no,4,4,3,4,0,11.0,12.0,13
MS,F,18.0,U,LE3,1,2,at_home,other,reputation,2,2.0,0,no,yes,yes,no,4,4,3,4,0,12.0,13.0,14
MS,F,18.0,U,GT3,4,4,teacher,teacher,reputation,2,2.0,0,yes,yes,yes,no,4,3,5,1,0,18.0,18.0,18
MS,M,18.0,U,LE3,4,4,services,other,reputation,1,1.0,0,yes,yes,yes,no,5,4,5,5,3,17.0,17.0,17
MS,F,17.0,U,GT3,4,2,other,other,course,2,2.0,0,no,yes,yes,no,4,3,3,4,0,17.0,18.0,18
MS,F,18.0,R,GT3,2,2,at_home,other,course,3,2.0,1,yes,yes,no,yes,4,3,3,4,0,9.0,0.0,0
MS,M,18.0,U,LE3,1,2,at_home,services,home,2,1.0,0,no,yes,no,no,4,1,4,1,8,10.0,11.0,11
MS,M,18.0,R,GT3,4,4,at_home,services,other,3,1.0,0,yes,yes,yes,yes,2,5,5,1,5,12.0,13.0,14
MS,M,17.0,R,GT3,1,1,other,services,other,3,1.0,0,no,no,no,no,4,2,3,4,4,12.0,13.0,14
MS,F,18.0,U,GT3,2,2,other,other,course,2,2.0,0,no,yes,yes,yes,1,3,1,2,4,8.0,8.0,10
MS,F,18.0,U,LE3,2,2,services,services,course,2,3.0,0,no,yes,yes,yes,5,4,5,3,0,11.0,12.0,13
MS,F,18.0,R,LE3,4,2,teacher,other,reputation,1,2.0,0,yes,yes,yes,yes,5,3,1,5,0,5.0,0.0,0
MS,F,18.0,U,GT3,1,1,at_home,services,course,3,2.0,1,no,no,no,no,4,4,2,2,2,9.0,10.0,10
MS,F,19.0,U,GT3,1,1,at_home,services,other,2,1.0,1,no,no,no,no,5,5,5,2,0,5.0,0.0,0
MS,F,17.0,U,GT3,4,2,teacher,other,course,2,4.0,0,no,yes,yes,yes,4,2,3,5,0,18.0,18.0,18
MS,F,17.0,R,LE3,2,1,services,other,reputation,2,2.0,0,yes,yes,yes,yes,5,3,3,2,5,11.0,11.0,12
MS,F,18.0,U,LE3,1,1,at_home,services,course,1,2.0,0,no,yes,no,yes,5,2,3,3,2,8.0,10.0,11
MS,F,18.0,U,GT3,1,2,at_home,at_home,course,2,2.0,0,no,no,no,no,4,1,1,4,0,11.0,11.0,12
MS,F,19.0,R,GT3,1,1,at_home,at_home,course,2,2.0,3,yes,no,no,yes,3,5,4,1,0,8.0,0.0,0
MS,F,18.0,R,GT3,2,2,services,other,home,2,3.0,0,no,yes,yes,yes,4,2,1,4,5,14.0,14.0,15
MS,M,17.0,R,GT3,4,3,services,other,home,2,2.0,1,yes,yes,yes,yes,4,5,5,2,4,10.0,11.0,11
MS,F,18.0,U,GT3,3,3,services,services,course,1,2.0,0,no,yes,no,yes,5,3,4,5,0,10.0,10.0,10
MS,F,17.0,R,GT3,4,4,teacher,services,other,2,2.0,0,yes,yes,yes,no,4,3,3,5,2,12.0,12.0,12
MS,F,17.0,U,LE3,3,2,services,other,reputation,2,2.0,0,no,yes,no,yes,1,2,3,5,0,15.0,14.0,15
MS,M,18.0,U,LE3,1,1,other,services,home,2,1.0,0,no,yes,yes,yes,3,3,2,3,2,14.0,13.0,14
MS,F,18.0,U,LE3,1,1,at_home,services,course,2,3.0,0,no,yes,yes,no,5,3,2,4,0,19.0,17.0,18
MS,F,18.0,R,LE3,1,2,at_home,other,course,3,2.0,0,no,yes,no,yes,4,3,4,5,0,16.0,15.0,15
MS,F,18.0,U,GT3,3,3,services,services,other,2,2.0,0,no,yes,yes,yes,4,3,2,3,6,13.0,12.0,13
MS,F,17.0,U,LE3,4,4,at_home,at_home,course,1,2.0,0,yes,yes,yes,yes,2,3,4,1,4,15.0,14.0,15
MS,F,17.0,R,GT3,1,2,other,services,course,2,2.0,0,no,yes,no,no,3,2,2,3,0,13.0,13.0,13
MS,M,18.0,R,GT3,1,3,at_home,other,course,2,2.0,0,no,yes,no,no,3,3,4,3,0,8.0,10.0,9
MS,M,18.0,U,LE3,4,4,teacher,services,other,2,3.0,0,no,yes,yes,yes,4,2,2,5,0,15.0,16.0,16
MS,F,17.0,R,GT3,1,1,other,services,reputation,3,1.0,1,no,yes,yes,yes,5,2,1,1,0,8.0,8.0,9
MS,F,18.0,U,GT3,2,3,at_home,services,course,2,1.0,0,no,yes,yes,yes,5,2,3,4,0,10.0,10.0,10
MS,F,18.0,R,GT3,4,4,other,teacher,other,3,2.0,0,no,yes,yes,yes,3,2,2,5,0,7.0,5.0,0
MS,M,18.0,R,LE3,1,2,at_home,services,other,3,1.0,0,yes,no,yes,yes,4,3,3,3,3,9.0,10.0,10
MS,F,17.0,U,GT3,2,2,other,at_home,home,1,3.0,0,yes,yes,no,yes,3,4,3,3,8,10.0,11.0,12
MS,F,17.0,R,GT3,1,2,other,other,course,1,1.0,0,yes,yes,yes,no,3,5,5,1,4,7.0,8.0,9
MS,F,18.0,R,LE3,4,4,other,other,reputation,2,3.0,0,no,yes,yes,no,5,4,4,1,0,15.0,17.0,17
MS,F,18.0,R,GT3,1,1,other,other,home,4,3.0,0,no,yes,yes,no,4,3,2,4,4,10.0,11.0,12
MS,F,19.0,R,GT3,1,1,at_home,other,course,2,2.0,1,no,yes,yes,yes,4,3,3,3,4,7.0,8.0,9
MS,F,18.0,R,LE3,4,4,teacher,services,course,1,2.0,0,yes,yes,yes,no,5,4,3,2,1,13.0,14.0,14
MS,F,18.0,U,GT3,3,3,other,other,home,1,2.0,0,no,yes,yes,yes,4,1,3,1,1,16.0,16.0,16
MS,F,17.0,R,GT3,3,1,at_home,other,reputation,1,2.0,0,yes,yes,yes,no,4,5,4,1,10,8.0,9.0,9
MS,M,18.0,U,GT3,4,4,teacher,teacher,home,1,2.0,0,yes,yes,yes,no,3,2,4,2,4,17.0,18.0,19
MS,M,18.0,R,GT3,2,1,other,other,other,2,1.0,0,yes,yes,yes,yes,4,4,3,5,0,7.0,7.0,0
MS,M,17.0,U,GT3,2,3,other,services,home,2,2.0,0,yes,yes,yes,no,4,4,3,3,4,14.0,15.0,16
MS,M,19.0,R,GT3,1,1,other,services,other,2,1.0,1,no,yes,no,no,4,3,2,5,0,5.0,8.0,0
MS,M,18.0,R,GT3,4,2,other,other,home,2,1.0,1,no,yes,no,no,5,4,3,3,0,7.0,7.0,0
MS,F,18.0,R,GT3,2,2,at_home,other,other,2,3.0,0,no,yes,no,no,5,3,3,4,0,14.0,17.0,15
MS,F,17.0,U,GT3,4,3,teacher,other,other,2,2.0,0,no,yes,yes,no,5,5,4,1,0,6.0,9.0,11
MS,F,18.0,R,GT3,4,4,teacher,at_home,reputation,3,1.0,0,yes,yes,yes,yes,4,4,3,5,4,7.0,9.0,10
MS,F,19.0,R,GT3,2,3,services,other,course,1,3.0,1,yes,yes,yes,no,5,4,2,5,4,10.0,11.0,10
